text,label
إعلان عاجل⚠️قرعة الحـج المجانية للعام 2020⚠️نعلن الأتى:- تعُلن جمعية فاطمة الزهراء لكل المتابعين الكرام عن اجراء قرعة الحج 2020 المجانية بالكامل تمنح لكل المتابعين على صفحتنا الرسمية معنا على فيسبوك – والتقدم للدخول فى القرعة مجاني تماماً. ورحلة الحج مجانية بشكل كامل شاملة الأقامه وتذكرة الطيران ويستطيع الحجاج الفائزين منح رحلة الحج إلى :- 1️⃣ الجد – 2️⃣ الجدة – 3️⃣ الأخ – 4️⃣ الأخت – 5️⃣ الأم – 6️⃣ ألاب -:الراغب فى التقديم يقوم بما يلى :- 1- مشاركة المنشور فى 10 مجموعات 2- ارسل اسمك الى_الصفحة عبر المسنجر على الرسائل لتسجيل اسمك فى قائمة الحجاج لعام 2020,0
الصراع في اليمن: اتهامات متبادلة بانتهاك للهدنة,1
باير ليفركوزن يتجاوز شالكه في الوقت القاتل,1
توقعات باستقرار الدولار في 2008,1
رومني يفوز في الانتخابات التمهيدية للحزب الجمهوري في ولاية إلينوي,1
السودان يسمح للقطاع الخاص بتصدير الذهب,1
‏الطفلة اليتيمة تم العثور عليها باحد مناطق سوريا المقصوفة لم يتبقى من اهلها الا هي… اعتبرت كأحزن وجه في العالم?,0
مصدر لـRT: انقسام كردي حول التحالف مع الكتلة الأكبر,1
لماذا باتت الصين تشجع على إنجاب المزيد من الأطفال؟,1
مقتل فلسطينيين برصاص الجيش الإسرائيلي في الضفة الغربية,1
المخترعون الشباب الفلسطينيون يؤكدون قدرتهم على تحدي الواقع الصعب,1
يوشينكو يؤجل حل البرلمان الأوكراني,1
"مجموعات مسلحة تسيطر على مدينة ""طيبة الإمام"" في ريف حماة الشمالي",1
"السرطان اكبر كذبة في تاريخ البشريه واكبر تجارة دمرت الملايين من البشر.
قد لا تصدقون ما ساعرضه عليكم في هذا
الشأن ولكن الحقيقة هي أن السرطان ليس مرض وإنما تجارة !!!!!!!! 
لكن مافيا الشركات تمنع انتشار هذا الدواء الذي سيتسبب لهم في خسائر فادحة.
السرطان من أكثر المشكلات الصحية انتشارا فهو يصيب كبار السن والشباب والأطفال على حد سواء
وإننا نأمل من خلال مشاركة هذا المنشور أن نظهر الأيادي الخفية للمتلاعبين في شتى أنحاء العالم وإثارتهم والضغط عليهم ",0
ازاي يا دكتورة عندك ٦٠٠ الف متبرع ببلازما المتعافين🤒 وانتي مسجله 37 الف اصابة بس 🤔🤔,0
فشل مفاوضات الحدود بين كمبوديا وتايلاند في قمة آسيان,1
استراليا تحدد موعدا مبكرا لسحب قواتها من افغانستان,1
إغلاق 34 محطة إذاعية بفنزويلا,1
اسم مفاعل نووي في مصر وتنازل سعودية عن راتبها لزوجها,1
لا علاقة بين الجوال والسرطان,1
الرئيس التركي / سنفتح كل المساجد في شهر #رمضان الكريم في عموم المحافظات التركية ونقول لمن أقفل بيوت الله خوفا من وباء #كورونا بأن كلمة الله ستكون العليا ولو كره الكافرون..,0
"#عااااااااجل
تتوالي المنح الالهية علي مصر.. ""توتال"" الفرنسية تعلن اكتشاف حقل غاز ضخم في المياه المصرية.. 32 مليون قدم مكعب يومياً من الغاز الطبيعي
#تحيا_مصر",0
مذيعة سورية رقصت في الكواليس فأوقفت عن العمل,1
المغرب يحبط عملية إرهابية مروّعة,1
هيغ: الثورات أكبر حدث بالقرن,1
"نسبت صحيفة الخبر الجزائرية الى مصدر بوزارة الدفاع تحذيره من عطر اسرائيلي سام منتشر في الجزائر وفي عدة دول عربية .
وقالت الصحيفة نقلا عن المصدر المذكور في تقرير نشرته الاثنين ان هذا العطر يدعى .... ويقتل مستخدمه في غضون ثلاثة او اربعة ايام.
وكشف المصدر للصحيفة بان معلوماته تقول بان هذا العطر منتشر بعدة دول عربية منها مصر والعراق والكويت والبحرين ولبنان والسودان .
بهذه المناسبة فان المراقبين يحذرون الاردنيين من استخدام هذا العطر السام .
يذكر ان اسرائيل سبق و سرطنت القمح المصري في سنوات سابقة .

ويجدر القول بان الاسواق الأردنية غنية بالمانجا والبطاطا الاسرائيلية والمنتجات الاخرى .",0
"حبات برد في اليمن تشبه فيروس كورونا

سبحان الله و بحمده",0
قبل نكبتها.. 5011 طلبا لشراء طائرة بوينغ 737 ماكس8,1
واشنطن مصرة على ضرب العراق,1
توغل بغزة بعد قصف جوي,1
النحافة تخفف من مشكلات النوم,1
المحكمة الدولية عنوان لتأزم متصاعد في لبنان,1
"شاهد .. الحرم المكي شبه فارغ بعد وقف العمرة خشية فيروس كورونا
تداول ناشطون عبر مواقع التواصل الاجتماعي، مقطع فيديو مصور يظهر فيه الحرم المكي شبه فارغ بعد قرار السعودية وقف العمرة خشية فيروس كورونا المستجد. وظهر في الفيديو خلو مباني الحرم المكي الداخلية من المعتمرين، وهو أمر غير مسبوق منذ عقود سيما في مثل هذا الوقت حيث يعج الحرم بالمعتمرين من كافة أنحاء العالم.

",0
"""مراسلون بلا حدود"" تطلق عريضة للإفراج عن صحفي جزائري مسجون",1
اسرائيل تباشر بإطلاق سراح الأسرى الفلسطينيين هذه الليلة,1
مجلس النواب العراقي يشكل لجنة للتدقيق في قرارات هيئة المساءلة والعدالة,1
بيونغ يانغ تنفي تزويدها دمشق بأسلحة كيميائية,1
صحف الأحد العربية: نفوذ إيران في المنطقة وعاصمة جديدة لليمن,1
ألبوم المغنية البريطانية أديل 25 في مواقع البث الحي على الأنترنت,1
المفوضية العليا للانتخابات تمهل البرلمان العراقي حتى الخميس لاقرار القانون الانتخابي,1
كيري: لا علاقة بين الملف النووي الإيراني وأي قضايا أخرى,1
ملكة بريطانيا وزوجها يحتفلان بيوبيلهما البلاتيني,1
فنانون شباب يجمعهم حبهم للغة الروسية والمسرح الروسي,1
هؤلاء الصغار تظهر على وجوهم الجميلة علامات دقيقة من كثرة اردائهم الكمامات واللعب بالخارج هذا الصيف,0
"جون كيري في إسرائيل بعد مباحثات ""بناءة"" مع محمود عباس في رام الله",1
"هل تريد أن تتعرف على السيدة التي اخترعت وصممت البنطلونات الجينز الممزقة ؟؟؟؟
نعم انها هي #ميشيل_لافي المتزوجة من مصمم الأزياء الأمريكي الثري جداً #ريك_أوينز ، لمعت في رأس عارضة الأزياء #ميشيل فكرة البنطال الممزق وقام زوجها على الفور بتصميمه وتوزيعه حتى أصبح موضتنا الآن ، وقد لاقى استحسان جميع الدول حول العالم الى الآن .
تمتلك #ميشيل وزوجها ثروة لاتحجبها الشمس .
ماذا تود إن تقول لها على هذا الإختراع ؟",0
من هما مسؤولا حزب الله اللذان تبلغ مكافأة الإبلاغ عنهما 12 مليون دولار؟,1
استقالة محافظ البنك المركزي التونسي,1
"أول محاكمة كبرى للاستفتاء ""غير القانوني"" في كاتالونيا",1
عاصفة مغناطيسية تضرب الأرض أواخر الشهر الجاري,1
بالصور.. تفاصيل مثيرة عن فرار رضوان الفايد من سجن في فرنسا بخطة ماكرة محكمة التطبيق!,1
السعودية.. الترحيل وغرامة ضخمة للمتغيب عن العمل,1
في الهند السيول تجرف ربهم الذي يعبدوه.,0
أبو ظبي تدعم دبي بـ10 مليارات,1
تركيا.. السجن المؤبد لـ 6 متهمين بتفجير أنقرة عام 2016,1
روسيا تجمد بيع صواريخ لإيران,1
مويس: سأدرب ريال سوسييداد طلبا للخبرة,1
"المذيعة فاطمة عوض، رفضت نزع الحجاب في تلفزيون السودان، جاءها عرض أن تعمل لقناة الجزيرة، بعشرة آلاف ريال قطري شهريًّا، تمسكت بمبادئها فربحت الدنيا والآخرة. راتب شهر واحد في الموقع الجديد في تلفزيون الجزيرة، يفوق راتب عشرة شهور في تلفزيون السودان.
",0
"الولايات المتحدة مستعدة لـ""تسليم"" نظام تسمية نطاقات الإنترنت",1
"الناتو يحذر من ""التطرف"" بليبيا",1
اختبار أول نموذج من المحرك الصاروخي الروسي الخارق في 2019,1
وفاة النجمة الهندية سريديفي كابور أثناء حفل زفاف في دبي,1
بوغدانوف يلتقي السفيرين المصري والعراقي في موسكو,1
أوروبا تراجع علاقاتها مع مصر,1
دمشق تقبل حوار المعارضة بموسكو,1
"الفاينانشيال تايمز: ""احسموا المسألة الإيرانية بالعقوبات قبل أن تجركم إسرائيل إلى الحرب""",1
"بعد ثلاثة أيام من سقوط ‎الطائرة الإندونيسية، فرق الإنقاذ تعثر على رضيع عائما على البحر، ربطته أمه بسترة النجاة لتحميه من الغرق، وبقي حيا حتى صباح اليوم، فسبحان من حماه من تلاطم الأمواج ومن فكي القروش والأسماك، ورحمة الله على أمه وعلى جميع المسلمين والمسلمات من ركاب الطائرة.
سبحان الله",0
"مذيع قناة النيل غلط وبيقول جنازة الرئيس عبدالفتاح السيسي😯👇
",0
نك كليغ.. ظهوره الإعلامي أبرزه,1
عالقون يناشدون مصر فتح معبر رفح,1
"الرئيس الإيطالي يعلن في مؤتمره الصحفي بأن المنطقة الوحيدة في العالم الخالية من فايروس كورونا هي قطاع غزة، فانهال الحاضرون بالتصفيق.
",0
ما قصة #البحر_الاخضر_متوسط في لبنان؟,1
مدينة الألعاب والترفيه في الصين ? متعة أم رعب !! لاحظوا آخر لعبة ??,0
نزوح جماعي في شبيلي بالصومال,1
"حفتر يشترط نقل إدارة مصرف ليبيا المركزي وكافة الأرصدة والعوائد النفطية إلى مصر تحت إشراف الأمم المتحدة، لإعادة فتح حقول النفط.
",0
أول حزب إسلامي في استراليا يسعى لدخول البرلمان,1
مصادر: دونالد ترامب الابن يخطط لشغل منصب حاكم نيويورك,1
دعوات لخفض مشاركة الدولة في الاقتصاد الروسي,1
الكرملين: لا دليل على الهجوم الكيمياوي وواشنطن ترفض مواجهة الواقع,1
صحف عربية: شيمون بيريس لم يكن رجل سلام,1
"الموسيقار العالمي أندريه ريو يعزف موسيقى فيلم الرسالة.
",0
إعصار كوبو يضرب شمال الفلبين,1
الدفاع الروسية: سنزود الجيش السوري قريبا بأسلحة دفاع جوي جديدة,1
كيف تحمي القهوة من مرض باركنسون؟,1
سوريانو يعود إلى الدوري الإيطالي,1
اليمن: صالح يرفض المبادرة الخليجية وقتلى في تظاهرات تعز,1
"سيتم إرسال 15 مليون جرعة لقاح فايروس كورونا covid 19 من ألمانيا الى الجمهورية العربية السورية
و بالتالي سيتم تقديمها للمواطنين و المقيمين على الأراضي السورية مجانا
خلال الفترة المقبلة",0
"هذا الرجل لما عرف ان حياته في خطر وضع دمه في بلاستيكو علقه واحاطت به الناموس وتنقله في كل من المنطقة حتا جعل تقريبا 400 مصاب من جيرانه بهذا الفيروس الخطير والا هذا رجل يواجه اكثر تهمة ضده. شارك هذا مع العالم.
نطلب من الله الحفظ والسلام للجميع.",0
"في ظاهرةٍ هي الأولى من نوعها، مئات من الأميركيّين يغادرون منازلهم ويمكثون في مسجد الهدى، ويطالبون بالتعرف على مبادئ الإسلام.
",0
"""فتح"": على إسرائيل أن تتحمل المسؤولية الكاملة إذا حاولت المساس بالرئيس عباس",1
إدانات وغضب بسبب المجزرة بمصر,1
"كأس أمم آسيا: تسع منافسات ""سياسية"" تتخطى حدود الملاعب",1
"""تويوتا"" تدفع أكبر غرامة في تاريخ أمريكا",1
ناشطون: أكثر من 200 قتلوا الثلاثاء في سوريا,1
نائب رئيس الفيفا: بلاتر دكتاتور,1
مواجهة تركية-عراقية على أبواب معركة نينوى,1
الجيش السوري يمشط جبل الزاوية,1
إيران لن تصنع النووي قبل 2013,1
نيويورك تايمز: الأسد يستبعد أي تغييرات سياسية في سوريا قبل الانتصار,1
ريال مدريد يسعى لضم نجوم جدد,1
شوفو سقوط رجل من ملاهي خطيرة,0
"مباشرة بعد أول اجتماع للحكومة الجديدة.. ""فيتش"" تُخفّض تصنيف الدين السيادي لتركيا",1
"القبض على إيرانية دخلت مصر عبر السودان لتدريب الكتائب الإلكترونية ضد الدولة بتمويل قطري تركي.
دى حرب قزرة  على شعب مصر يافندم
دى ايرانية دخلت مصر عن طريق السودان 
بتوصية وتوجية من تركيا وقطر وطبعا ايران لتشكيل  وتعليم طريقة عمل اللجان الالكترونية  والتدريب عليهااااااااا
وعند القبض عليها تبين كما فى الصورة امامكم 
استاند تم تصنيعة لهذا الغرض وتحميل علية كما ترون عشرات الموبيلات كل موبيل علية اكونت مفتوح با اسم وصورة  مميزة بحيث تدخل بين الجروب الوطنية وبين الاصدقاء  لعمل فتنة  والتشكيك فى اى انجازات ونشر الاحباط بين الاصدقاء وهية ال بترد من خلال عشرات الاكونتات الوعمية المزيفة الغرض اعطاء ايحاء لكل الاصدقاء انة يوجد عدد كبير من الاصدقاء  يوافقونها على نفس الرئى  يجعل الصديق الوطنى الاصلى مشتت شاكك فى كل شىء عندة احباط
وبدئت بعمل جروبات  با اسماء دينية واسماء وطنية واسماء للسيدات والتجميل والتخسيس والاكل 
تم القبض عليها وعلى عدد 25 فرد ارهابى  فى مناطق مختلفة ومحافظات مختلفة  ومعهم نفس الاستاند ونفس عدد الموبيلات ",0
دعم أممي لتدخل مجموعة غرب إفريقيا في غامبيا,1
رئيس تويوتا يعتذر بعد سحب ملايين السيارات,1
نقلا عن صحيفه الميرور البريطانيه:هدف شيكابالا فى الأهلى فى نهائى افريقيا حصل على جائزه أفضل هدف فى العالم فى شهر 11...العالم كله بيتكلم عن هدف الأباتشي,0
"بالفيديو.. ""شبح أخضر"" يظهر على السحب في سماء بريطانيا",1
إيران تعرض قرضا على مصر,1
اعادة توزيع اللاجئين العراقيين على الدول المختلفة لم تحل مشكلتهم,1
هآرتس: إسرائيل باعت مينامار أسلحة أثناء الحملة ضد المسلمين الروهينغا,1
هل يتغير مجرى الحرب بعد سيطرة جهاديين على بلدات سورية؟,1
أبرز كوارث الطيران في مصر,1
برشلونه يفوز على اسبانيول ويعزز صدارته للدوري الاسباني,1
صاروخ موجه هو السبب بحادثة بيروت ويظهر في الفيديو صاروخ يصيب المنطقة قبل حدوث الانفجار,0
الاستفتاء على دستور مصر 19 مارس,1
الإمارات والبحرين تشيدان بخطاب ترامب حول الاتفاق النووي الإيراني,1
"ظهور كدمات بشكل مفاجئ على جسدك يدل على اختراق الجن لك ، والدليل انها تظهر في منطقة الأقدام والأكتاف فالجن يحاول اختراق الجسم والكدمة هي عبارة عن مكان دخول وخروج الجن
 وخاصة عند النساء عند النوم في حالة حزن شديد او اكتئاب او النوم على جنابة.",0
"قناة ""المسيرة"" تنفي الأنباء المتداولة المنسوبة إليها حول هجومها على صالح",1
"أبرز من استقبلهم ""سجن الإعدام"" في مصر",1
حملة فنية عن مجزرة حماة,1
"سجن رجل أعمال أمريكي عرض ""مكافأة مقابل خصلة من شعر هيلاري كلينتون""",1
هل تحتاج الجزائر دينارا جديدا؟,1
الديلي تلغراف: 10 سنوات مضت ولا يزال الموت يطارد بغداد,1
هيومن رايتس ووتش تطالب برفع الحصانة عن علي عبد الله صالح,1
لعنة جدار ترامب.. هل تطال ملفات عربية بالكونغرس؟,1
"قال رئيس مدغشقر أندريه راجولينا أن منظمة الصحة العالمية عرضت عليه رشوة قدرها 20 مليون دولار مقابل أن يضيف سموماً للدواء العضوي الناجح الذي اخترعته بلاده لعلاج كورونا كوفيد-19
واضاف ان المنظمة الدولية لا تريد من أي دولة أفريقية أو أي دولة أخرى في العالم بأن تكتشف العلاج من أجل مصالح أوروبية
تجدر الاشارة ان عدة دول افريقية استوردت هذا العلاج من مدغشقر وتقول انها استفادت منه ..",0
مقتل 12 سوريا واقتحام بلدة بدرعا,1
مقتل قائد للقاعدة في اليمن,1
أصدقاء الأسد ينفضون من حوله,1
"وفد أمني أميركي يصل إلى قطر للتحقيق في ملفات تورطها بتمويل حزب الله.
",0
العراق يهدد بإجراءات ضد إيران,1
بان ينفي لقاء مبعوث القذافي,1
قوات النظام السوري تستعيد تدمر,1
قراصنة يستهدفون الأولمبياد الشتوي بهجمات إلكترونية قبل انطلاقها في كوريا الجنوبية,1
"مسيرات لأنصار مرسي في ""عيد النصر""",1
فتاة تركية تموت وهي تغني مات الحب,0
ممثل أمريكي شهير يشتم ترامب على الهواء,1
"""كي لا ننسى""... نشطاء يحيون ذكرى هجوم الغوطة الكمياوي",1
"كم تبلغ قيمة منظومة ""إس-300"" الروسية التي ستحمي الأجواء السورية؟",1
"مادة ""سحرية"" تضاعف عمر الأسفلت!",1
"نتفليكس تقدم عرضاً مجانياً لمدة عام بسبب الحجر الصحي بعد انتشار فايروس كورونا المستجد.
",0
دعوات لوقف تعذيب وعزل الأسرى,1
ولد الشيخ يحذر من انقلاب جديد,1
باراك: تجاوزنا التوتر مع تركيا,1
التحقيق في مقتل الأخ غير الشقيق لزعيم كوريا الشمالية يقود إلى دبي,1
أولمبياد 2012.. شعبية بمزاج لندني,1
"حملة ""سفينة إلى غزة"" جاهزة",1
المغنية الامريكية المشهورة ترتل القرآن بصوت يبهر السامعين,0
هجوم كاليفورنيا: الشرطة تقتل المشتبه بهما بعد مطاردة,1
"""لا"" سعودية تشهرها الرياض بوجه أوباما",1
"رجاء تذكروا ان من الخطورة ان تقطعوا البصل وستخدموه
غدأ لان البصل يصبح عندئذ ساما جدأ حتى لو بقى لليله واحده فقط اذا ستتولد بكتيريه سامة وقد يودي الي حدوث التهاب في الامعاء.)",0
المعارضة الأوكرانية تفشل في سحب الثقة من الحكومة,1
بمناسبة مرور 20عام علي تأسيس مجموعة شركات أحمد أبو هشيمه في مصر، أقر أنا أحمد أبو هشيمه بتقديم منحة بقيمة 30 مليون جنيه للشعب العربي وخاصةََ شعب مصر ❤وأيضاً بسبب وباء فيروس كورونا,0
العلاقة بين الاخوان المسلمين والسلفيين,1
الرئيس الاثيوبي آبي أحمد مخاطباً شعبه: إذا لم نتحد ونحارب الفساد معاً سنصبح مثل العراق,0
بلدة استرالية تغير اسمها للتوعية بمخاطر السرعة على الطرقات,1
"مجموعة دليس للألبان في تونس، تُصدر معقماً لليدين ضمن متوجاتها.
",0
بالفيديو.. صلاح يعترف بحبه لبرشلونة وميسي وكراهيته لريال مدريد!,1
منظمة الصحة العالمية تؤكد حاليا أن الجزائر خارج دائرة الخطر و تعلن سيطرتها على فيروس كورونا وتتوقع عودة الحياة من جديد في الجزائر,0
مشعل يقول ان حماس لا تنشد الحرب ضد اسرائيل لكنها ستحارب ان فرض ذلك عليها حتى تهزمها,1
"مرحلو تايلاند المسلمون سعوا ""للجهاد"" في الشرق الأوسط",1
سياسيون أفغان: الاستقرار في أفغانستان لن يتحقق من دون مشاركة باكستانية,1
"إسرائيل توقف اقتحاماتها واعتقالاتها في الضفة الغربية بعد وقف التنسيق الأمني.
هل هذا إقرار بأن الاقتحامات والاعتقالات كانت تتم من خلال التنسيق الأمني المقدس لدى عباس؟
أي وقاحة تلك؟
خبر يتباهون به وهو يدينهم من راسهم لأخمص قدميهم...
شاهت الوجوه",0
البيت الأبيض يناقش تقليص المساعدات للسلطة الفلسطينية,1
"سوني تبيع أكثر من 30 مليون وحدة ""بلاي ستيشن 4""",1
الذعر يسيطر على أهالي طرابلس,1
إخوان الأردن يهاجمون سلطة فياض,1
أنفاق تحت مرفأ بيروت والآتي أعظم ..سقطت الأقنعة.,0
عبد الجليل ينفي صحة انباء اعتقال المعتصم,1
تصادم طائرتين صغيرتين قرب ميناء لوس أنجلوس,1
ترجيح فشل إسبانيا في خفض العجز,1
"قطر ""تقدم شكوى"" لدى منظمة التجارة العالمية ضد السعودية والبحرين والإمارات",1
رئيس وزراء اليونان يستقيل ويدعو لانتخابات مبكرة,1
العراق أرض دموية بلا مالك,1
بوتين يعقد الخميس مؤتمره الصحفي السنوي الموسع,1
نجاة شاب تاه 12 يوما بالأدغال,1
فيديو خطير !! تمساح يأكل امرأة,0
توحيد تليسكوبين روسي وياباني لدراسة الأشعة الكونية الفائقة الطاقة,1
تأكيد على متانة اقتصاد دبي,1
"داعشي خطير قرر تفجير الكنيسة فى العراق
عندما دخلها وجد يسوع يضئ المكان كله
قال له انا هو انت تبحث عني وانا الان أمامك
بكي وصلي من قلبه
ووجد الكتاب المقدس في حضنه
يسوع بيعمل المعجزات
انتهي زمن السكوت
الكل يأتي ويشهد له
يسوع ربي وإلهي وسيدي ومخلصي ",0
جبل السيدة النائمة …. #ألاسكا,0
#ذكرى_حماة.. جرائم آل الأسد مستمرة,1
تجربة ناجحة لعلاج سرطان الثدي,1
شمال لبنان: القلم وكرة القدم بدل البندقية والقنبلة,1
مقتل القائد العسكري لجبهة النصرة في سوريا بضربة جوية,1
"الحفرة التي خلفها الانفجار في بيروت و حجم الدمار الهائل.
#بيروت",0
شاهد حكم الإعدام بالحرق بالنار بسبب قتل بقرة بالهند الحمد لله على نعمة الإسلام.,0
"بكاء هستيري يصيب تلميذات في المغرب نتيجة مخدرات الفراولة
#عاااااااااجل
#اعلان #هااااااااااام
الي جميع الاباء والامهات ونخص الفئة شبابنا وشباتنا
فى المدارس الاعدادي والثانوي
وجامعات والمعهد العليا .........
بعد دخول شاحنات محمل بالمخدرات ربنا يحفظ هذا بﻻدنا من كل شر
انتبهوا .......
اي واحد عنده بنت او اخت بالمدارس
ينتبه لهم ويحذرهم منتشرة حبوب الفراولة المخدرة
(حبوب مخدرات على شكل فراولة)
البائعات بنات بالمدرسة تباع علي حلوي بنكهة الفراولة.
مﻻحظة :
انشرها على جميع القروبات
واحرص على نشرها حرام نخسر اوﻻدنا وبناتنا في بحر الانشغال
فانهم جزء منا يجب ان نعتني به
وامانه يجب الاخﻻص فيها .
وواجب عليك تبلغهم وتأكد عليهما اوﻻد او بنات قبل يكونون ضحية جهل وغفله وعدم علم ....
الفيديو لطالبه اعطت لزملائها في الفصل شوفوا بالفيديو
#شيررررررررر#للخير معانا ربنا يحافظ على كل ولادنا",0
حرب الصدارة في دوريات كرة القدم العربية,1
رجلا أعمال أردنيان راحا ضحية هجوم اسطنبول,1
إنترميلان يتعادل مع تورينو بعشرة لاعبين,1
قيادي ديمقراطي: ترامب سعى لصفقة بروسيا وإلغاء عقوبات لصالحها,1
"رقيه ترامب
أتى ترامب بالدجالين ورئيسهم مغربي لحمايته من الكورونا",0
الادعاء التركي يستعد لمحاكمة قتلة خاشقجي بإسطنبول,1
جدل بشأن حجاب الطالبات بروسيا,1
حماس: اصرار عباس على ترشيح فياض يهدد المصالحة الفلسطينية,1
"الله أكبر ..! إمرأة في الهند تلـد 11 طفل ..وتحطم رقم جينيس القياسي !
لا تخرج دون كتابة “سبحان الله”",0
فيسبوك يتراجع عن السماح لمواقع خارجية بالوصول إلى المعلومات الشخصية,1
"سيتم مصادرة 90% من أموال سياسيي الشرق الأوسط وافريقيا المودعة بالبنوك الأمريكية ونحن اولى بها.
دونالد ترامب.",0
حادثة خوست أكدت قوة المسلحين,1
"#أكثر_صورة_مؤلمة
بيروت المذبوحة..
طريق مؤدية الي أحدى المستشفيات في بيروت",0
"""السيل الجنوبي"" يمر عبر الأراضي الصربية",1
